sample_ID	provider_ID	genus	species	clade	location	sublocation	sex	gsdf_copies	chr19_ins_GT	chr19_ins_AC	chr7_ins_GT	chr7_ins_AC	avg_seq_depth	cram
ILBCDS5879935	213E	Astatotilapia	calliptera	AstCal	Lake Masoko	NA	M	3	0/0	6,0	0/0	5,0	7.83	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879935/fAstCal1.2/ILBCDS5879935.mem.crumble.cram
ILBCDS5879968	2G1A	Astatotilapia	calliptera	AstCal	Lake Masoko	NA	M	3	0/0	5,0	0/0	8,0	7.43	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879968/fAstCal1.2/ILBCDS5879968.mem.crumble.cram
ILBCDS5879970	2G3B	Astatotilapia	calliptera	AstCal	Lake Masoko	NA	M	3	0/0	3,0	0/0	4,0	8.18	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879970/fAstCal1.2/ILBCDS5879970.mem.crumble.cram
ILBCDS5879971	2G3D	Astatotilapia	calliptera	AstCal	Lake Masoko	NA	M	3	0/0	3,0	0/0	4,0	8.82	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879971/fAstCal1.2/ILBCDS5879971.mem.crumble.cram
ILBCDS5879972	2G3E	Astatotilapia	calliptera	AstCal	Lake Masoko	NA	M	3	0/0	4,0	0/0	1,0	9.1	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879972/fAstCal1.2/ILBCDS5879972.mem.crumble.cram
ILBCDS5879913	216D	Astatotilapia	calliptera	AstCal	Lake Masoko	NA	M	3	0/1	2,1	0/0	5,0	6.28	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879913/fAstCal1.2/ILBCDS5879913.mem.crumble.cram
ILBCDS5421971	2B7c	Astatotilapia	calliptera	AstCal	Lake Masoko	NA	M	4	0/0	19,0	0/0	27,0	19.54	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5421971/fAstCal1.2/ILBCDS5421971.mem.crumble.cram
ILBCDS5879860	2B5A	Astatotilapia	calliptera	AstCal	Lake Masoko	NA	M	4	0/0	11,0	0/0	8,0	8.3	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879860/fAstCal1.2/ILBCDS5879860.mem.crumble.cram
ILBCDS5879877	2B8C	Astatotilapia	calliptera	AstCal	Lake Masoko	NA	M	4	0/0	5,0	0/0	3,0	8.23	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/ILB_Cichlid_diversity_sequencing_WTMGM_student_project/ILBCDS5879877/fAstCal1.2/ILBCDS5879877.mem.crumble.cram
cichl187580169	D31C01	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	24,0	0/0	27,0	16	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580169/fAstCal1.2/cichl187580169.mem.crumble.cram
cichl187580170	D31C02	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	22,0	0/0	24,0	15.47	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580170/fAstCal1.2/cichl187580170.mem.crumble.cram
cichl187580171	D31C03	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	30,0	0/0	30,0	17.38	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580171/fAstCal1.2/cichl187580171.mem.crumble.cram
cichl187580176	D31E07	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	15,0	0/0	17,0	13.64	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580176/fAstCal1.2/cichl187580176.mem.crumble.cram
cichl187580177	D31E08	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	23,0	0/0	17,0	15.48	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580177/fAstCal1.2/cichl187580177.mem.crumble.cram
cichl187580210	D31I01	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	12,0	0/0	18,0	15	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580210/fAstCal1.2/cichl187580210.mem.crumble.cram
cichl187580211	D31I02	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	9,0	0/0	9,0	15.16	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580211/fAstCal1.2/cichl187580211.mem.crumble.cram
cichl187580212	D31I03	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	19,0	0/0	15,0	15.57	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580212/fAstCal1.2/cichl187580212.mem.crumble.cram
cichl187580213	D31I04	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	19,0	0/0	13,0	16.09	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580213/fAstCal1.2/cichl187580213.mem.crumble.cram
cichl187580214	D31I05	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	27,0	0/0	14,0	14.66	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580214/fAstCal1.2/cichl187580214.mem.crumble.cram
cichl187580223	D32A07	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	21,0	0/0	20,0	14.83	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580223/fAstCal1.2/cichl187580223.mem.crumble.cram
cichl187580224	D32A08	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	16,0	0/0	22,0	14.15	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580224/fAstCal1.2/cichl187580224.mem.crumble.cram
cichl187580225	D32A09	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	20,0	0/0	10,0	15.19	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580225/fAstCal1.2/cichl187580225.mem.crumble.cram
cichl187580226	D32A10	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	17,0	0/0	12,0	15.07	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580226/fAstCal1.2/cichl187580226.mem.crumble.cram
cichl187580227	D32B01	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	26,0	0/0	12,0	16.47	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580227/fAstCal1.2/cichl187580227.mem.crumble.cram
cichl187580228	D32B02	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	16,0	0/0	17,0	14.47	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580228/fAstCal1.2/cichl187580228.mem.crumble.cram
cichl187580229	D32B03	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	17,0	0/0	16,0	15.29	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580229/fAstCal1.2/cichl187580229.mem.crumble.cram
cichl187580230	D32B04	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	18,0	0/0	21,0	17.89	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580230/fAstCal1.2/cichl187580230.mem.crumble.cram
cichl187580231	D32B05	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	F	2	0/0	21,0	0/0	11,0	14.35	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580231/fAstCal1.2/cichl187580231.mem.crumble.cram
cichl187580165	D31B07	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/0	23,0	0/1	8,34	16.35	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580165/fAstCal1.2/cichl187580165.mem.crumble.cram
cichl187580172	D31E03	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/0	18,0	0/1	11,25	16.34	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580172/fAstCal1.2/cichl187580172.mem.crumble.cram
cichl187580180	D31F01	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/0	24,0	0/1	8,33	18.23	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580180/fAstCal1.2/cichl187580180.mem.crumble.cram
cichl187580190	D31G01	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/0	13,0	0/1	6,15	15.88	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580190/fAstCal1.2/cichl187580190.mem.crumble.cram
cichl187580487	G03D10	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/0	16,0	0/1	2,20	16.82	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580487/fAstCal1.2/cichl187580487.mem.crumble.cram
CMASS6169437	G03B04	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/0	10,0	0/1	5,15	5.78	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6169437/fAstCal1.2/CMASS6169437.mem.crumble.cram
CMASS6169443	G02F10	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/0	12,0	0/1	4,9	6.1	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6169443/fAstCal1.2/CMASS6169443.mem.crumble.cram
CMASS6169444	G05I06	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/0	6,0	0/1	2,8	5.9	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6169444/fAstCal1.2/CMASS6169444.mem.crumble.cram
CMASS6389724	G08I06	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/0	5,0	0/1	2,14	5.92	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6389724/fAstCal1.2/CMASS6389724.mem.crumble.cram
CMASS6607984	G08J03	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/0	8,0	0/1	8,16	8.02	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6607984/fAstCal1.2/CMASS6607984.mem.crumble.cram
CMASS6607992	G08I07	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/0	10,0	0/1	5,15	6.06	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6607992/fAstCal1.2/CMASS6607992.mem.crumble.cram
cichl187580182	D31F03	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	11,24	0/0	15,0	15.09	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580182/fAstCal1.2/cichl187580182.mem.crumble.cram
cichl187580185	D31F06	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	10,19	0/0	12,0	16.3	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580185/fAstCal1.2/cichl187580185.mem.crumble.cram
cichl187580203	D31H04	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	9,22	0/0	19,0	16.77	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580203/fAstCal1.2/cichl187580203.mem.crumble.cram
cichl187580220	D31J01	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	7,24	0/0	17,0	17.15	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580220/fAstCal1.2/cichl187580220.mem.crumble.cram
cichl187580512	G05D06	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	10,20	0/0	13,0	16.2	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580512/fAstCal1.2/cichl187580512.mem.crumble.cram
cichl187580517	G05I01	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	7,11	0/0	12,0	14.21	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580517/fAstCal1.2/cichl187580517.mem.crumble.cram
cichl187580559	G10G07	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	12,27	0/0	10,0	15.37	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580559/fAstCal1.2/cichl187580559.mem.crumble.cram
cichl187580564	G10H06	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	6,21	0/0	17,0	15.03	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580564/fAstCal1.2/cichl187580564.mem.crumble.cram
CMASS6169441	G04C08	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	2,21	0/0	5,0	6.22	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6169441/fAstCal1.2/CMASS6169441.mem.crumble.cram
CMASS6169460	G02G02	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	5,12	0/0	12,0	6.2	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6169460/fAstCal1.2/CMASS6169460.mem.crumble.cram
CMASS6169461	G05F07	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	1,13	0/0	9,0	5.27	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6169461/fAstCal1.2/CMASS6169461.mem.crumble.cram
CMASS6389726	G09A01	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	2,10	0/0	5,0	6.3	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6389726/fAstCal1.2/CMASS6389726.mem.crumble.cram
CMASS6389730	G08H06	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	2,6	0/0	17,0	5.95	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6389730/fAstCal1.2/CMASS6389730.mem.crumble.cram
CMASS6389733	G08I09	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	4,11	0/0	11,0	5.81	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6389733/fAstCal1.2/CMASS6389733.mem.crumble.cram
CMASS6389756	G03F01	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	1,18	0/0	10,0	5.98	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6389756/fAstCal1.2/CMASS6389756.mem.crumble.cram
CMASS6607995	G09C03	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	2,8	0/0	4,0	6.92	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6607995/fAstCal1.2/CMASS6607995.mem.crumble.cram
CMASS6608028	G03B09	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	9,10	0/0	6,0	6.01	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6608028/fAstCal1.2/CMASS6608028.mem.crumble.cram
CMASS6608033	G03D09	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	2,7	0/0	6,0	6.29	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6608033/fAstCal1.2/CMASS6608033.mem.crumble.cram
CMASS6608035	G03E09	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	3,7	0/0	6,0	5.53	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6608035/fAstCal1.2/CMASS6608035.mem.crumble.cram
CMASS6608040	G10G09	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	2,18	0/0	9,0	5.97	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6608040/fAstCal1.2/CMASS6608040.mem.crumble.cram
CMASS6608041	G05E04	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	0/1	5,13	0/0	5,0	6.84	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6608041/fAstCal1.2/CMASS6608041.mem.crumble.cram
CMASS6169456	G01A07	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	2	1/1	0,7	0/0	6,0	5.67	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_WGS_Cichlid_Massako_diversity/CMASS6169456/fAstCal1.2/CMASS6169456.mem.crumble.cram
cichl187580164	D31B06	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	27,0	0/0	27,0	15.15	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580164/fAstCal1.2/cichl187580164.mem.crumble.cram
cichl187580166	D31B08	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	17,0	0/0	32,0	13.86	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580166/fAstCal1.2/cichl187580166.mem.crumble.cram
cichl187580167	D31B09	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	11,0	0/0	21,0	14.65	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580167/fAstCal1.2/cichl187580167.mem.crumble.cram
cichl187580168	D31B10	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	24,0	0/0	36,0	14.82	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580168/fAstCal1.2/cichl187580168.mem.crumble.cram
cichl187580173	D31E04	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	23,0	0/0	24,1	13.95	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580173/fAstCal1.2/cichl187580173.mem.crumble.cram
cichl187580174	D31E05	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	26,0	0/0	22,1	13.4	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580174/fAstCal1.2/cichl187580174.mem.crumble.cram
cichl187580175	D31E06	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	22,0	0/0	18,0	14.78	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580175/fAstCal1.2/cichl187580175.mem.crumble.cram
cichl187580178	D31E09	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	22,0	0/0	37,0	15.55	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580178/fAstCal1.2/cichl187580178.mem.crumble.cram
cichl187580179	D31E10	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	24,0	0/0	33,0	19.23	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580179/fAstCal1.2/cichl187580179.mem.crumble.cram
cichl187580181	D31F02	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	26,0	0/0	24,0	16.66	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580181/fAstCal1.2/cichl187580181.mem.crumble.cram
cichl187580183	D31F04	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	25,0	0/0	33,0	16.4	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580183/fAstCal1.2/cichl187580183.mem.crumble.cram
cichl187580184	D31F05	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	18,0	0/0	20,0	13.55	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580184/fAstCal1.2/cichl187580184.mem.crumble.cram
cichl187580186	D31F07	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	17,0	0/0	15,0	14.87	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580186/fAstCal1.2/cichl187580186.mem.crumble.cram
cichl187580187	D31F08	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	18,0	0/0	20,0	16.11	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580187/fAstCal1.2/cichl187580187.mem.crumble.cram
cichl187580188	D31F09	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	17,0	0/0	25,0	16.47	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580188/fAstCal1.2/cichl187580188.mem.crumble.cram
cichl187580189	D31F10	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	6,0	0/0	22,0	15.26	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580189/fAstCal1.2/cichl187580189.mem.crumble.cram
cichl187580191	D31G02	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	17,0	0/0	11,0	14.7	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580191/fAstCal1.2/cichl187580191.mem.crumble.cram
cichl187580192	D31G03	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	16,0	0/0	13,0	16.09	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580192/fAstCal1.2/cichl187580192.mem.crumble.cram
cichl187580193	D31G04	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	20,0	0/0	10,0	15.51	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580193/fAstCal1.2/cichl187580193.mem.crumble.cram
cichl187580194	D31G05	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	14,0	0/0	16,0	14.91	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580194/fAstCal1.2/cichl187580194.mem.crumble.cram
cichl187580195	D31G06	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	18,0	0/0	20,0	14.67	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580195/fAstCal1.2/cichl187580195.mem.crumble.cram
cichl187580196	D31G07	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	18,0	0/0	21,0	14.31	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580196/fAstCal1.2/cichl187580196.mem.crumble.cram
cichl187580197	D31G08	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	21,0	0/0	21,0	16.71	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580197/fAstCal1.2/cichl187580197.mem.crumble.cram
cichl187580198	D31G09	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	19,0	0/0	26,0	15.21	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580198/fAstCal1.2/cichl187580198.mem.crumble.cram
cichl187580199	D31G10	Astatotilapia	calliptera	AstCal	Lake Masoko	Shallow	M	3	0/0	17,0	0/0	26,0	16.49	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/HG_2018_cichlid_Massoko_DNA/cichl187580199/fAstCal1.2/cichl187580199.mem.crumble.cram
